"feature","coef","hr","hr_lower","hr_upper","se","z","pvalue","significant","hr_formatted"
"Age",-0.153948846128214,0.857315874916145,0.818471943528488,0.898003303833044,0.0236567931341296,-6.50759573604724,7.63630857065230e-11,"Yes","0.86 (0.82-0.90)"
"Age_x_AST",-0.153948846128214,0.857315874916145,0.818471943528488,0.898003303833044,0.0236567931341296,-6.50759573604724,7.63630857065230e-11,"Yes","0.86 (0.82-0.90)"
"Age_x_ALT",-0.153948846128204,0.857315874916154,0.818471943528497,0.898003303833053,0.0236567931341295,-6.50759573604685,7.63630857067234e-11,"Yes","0.86 (0.82-0.90)"
"Gender",0.153694679189147,1.16613478720011,1.11235942781155,1.22250983622591,0.0240874026213963,6.38070785816582,1.76271292673694e-10,"Yes","1.17 (1.11-1.22)"
"RR_std_prev",0.146475545535261,1.15774661839842,1.10501907280193,1.21299013329631,0.0237821174797297,6.15906239888466,7.31768913654009e-10,"Yes","1.16 (1.11-1.21)"
"day_sin",-0.134281845621912,0.87434359995678,0.834343490413455,0.916261395419468,0.0238919677465206,-5.62037614676871,1.9054214826104e-08,"Yes","0.87 (0.83-0.92)"
"day_of_week",0.131555259329146,1.14060093482342,1.08674295239139,1.19712806939052,0.024678649742597,5.33073165271571,9.78178693098305e-08,"Yes","1.14 (1.09-1.20)"
"SBP_x_Hgb",0.11720733874743,1.12435252736931,1.07449295974425,1.17652572251627,0.0231420682607575,5.06468727975283,4.09071309571238e-07,"Yes","1.12 (1.07-1.18)"
"RR_x_platelet",0.112248902294322,1.11879129571241,1.06935751420773,1.17051027998735,0.0230565756003468,4.86841169478064,1.12498772388073e-06,"Yes","1.12 (1.07-1.17)"
"HR_std_prev",-0.106629884688594,0.898858292649588,0.856655193672841,0.943140526354515,0.0245356621234007,-4.3459142921151,1.38696721988647e-05,"Yes","0.90 (0.86-0.94)"
"time_since_admission_hours",-0.148422437592988,0.862066868558831,0.804902989137126,0.923290503199039,0.0350056538883717,-4.23995615297709,2.23563451726864e-05,"Yes","0.86 (0.80-0.92)"
"is_weekend",0.0954345849337432,1.10013685415486,1.05254100692838,1.14988498301056,0.0225649681970309,4.22932503606632,2.34393489301823e-05,"Yes","1.10 (1.05-1.15)"
"SBP_x_platelet",0.0744040345030941,1.07724196050171,1.02819145942353,1.12863244566939,0.0237768572633021,3.12926278183667,0.001752455082582,"Yes","1.08 (1.03-1.13)"
"HR_x_platelet",0.0658029005652831,1.06801619103186,1.01956019741344,1.11877512205752,0.0236895639081288,2.77771683854018,0.00547423006314691,"Yes","1.07 (1.02-1.12)"
"Hgb",0.0634762884200139,1.06553422000204,1.01692659961642,1.11646521432677,0.0238221160170388,2.66459488210923,0.00770811183723838,"Yes","1.07 (1.02-1.12)"
"SBP",0.0606864223192355,1.06256566506327,1.01486855368101,1.11250446028326,0.02343230712978,2.58986116830593,0.00960146453464593,"Yes","1.06 (1.01-1.11)"
"SBP_mean_prev",0.0687539147881457,1.07117257698115,1.01608732226221,1.12924417472491,0.0269360317431737,2.5524886309792,0.0106956400136544,"Yes","1.07 (1.02-1.13)"
"day_cos",0.0445442070019083,1.04555119637256,0.997015285933622,1.09644989365678,0.0242517266379233,1.83674373651619,0.0662477353465044,"No","1.05 (1.00-1.10)"
"HR_trend",0.0431700608110985,1.0441154428723,0.994478310026882,1.09623010080024,0.0248505365636579,1.73718827762583,0.0823539433570468,"No","1.04 (0.99-1.10)"
"SBP_trend",-0.0285332021513841,0.971870025434734,0.926254505338546,1.01973198607362,0.0245270592699379,-1.16333563829874,0.2446933516286,"No","0.97 (0.93-1.02)"
"BT",-0.0204790165863326,0.979729254323056,0.936237042302593,1.02524186547426,0.023167126355806,-0.883968787143093,0.376713062395892,"No","0.98 (0.94-1.03)"
"Age_x_platelet",-0.0202925076301227,0.979911999644938,0.933200853938011,1.02896126058616,0.024919549051455,-0.814320820502083,0.415461185215991,"No","0.98 (0.93-1.03)"
"Age_x_Hgb",-0.0104701780250049,0.989584443490389,0.945162810351094,1.03609384549781,0.0234326031719993,-0.446820950628151,0.655004343145916,"No","0.99 (0.95-1.04)"
"platelet",-0.0091665783364965,0.990875306664287,0.943856086920568,1.04023684008903,0.0248035696009573,-0.36956690040867,0.711705217295832,"No","0.99 (0.94-1.04)"
"hour_sin",0.00522599134679965,1.00523967065852,0.956829313459986,1.05609932853286,0.0251817605226844,0.207530817477672,0.835595327652322,"No","1.01 (0.96-1.06)"
"RR_trend",-0.0030240862035209,0.996980481739384,0.950809222749503,1.04539381527556,0.0241927333421743,-0.124999774136687,0.900523729150199,"No","1.00 (0.95-1.05)"
"ALT",NA,NA,NA,NA,0,NA,NA,NA,"NA (NA-NA)"
"AST",NA,NA,NA,NA,0,NA,NA,NA,"NA (NA-NA)"
"Albumin",NA,NA,NA,NA,0,NA,NA,NA,"NA (NA-NA)"
"BUN",NA,NA,NA,NA,0,NA,NA,NA,"NA (NA-NA)"
"CRP",NA,NA,NA,NA,0,NA,NA,NA,"NA (NA-NA)"
"Chloride",NA,NA,NA,NA,0,NA,NA,NA,"NA (NA-NA)"
"Creatinin",NA,NA,NA,NA,0,NA,NA,NA,"NA (NA-NA)"
"Glucose",NA,NA,NA,NA,0,NA,NA,NA,"NA (NA-NA)"
"Lactate",NA,NA,NA,NA,0,NA,NA,NA,"NA (NA-NA)"
"Potassium",NA,NA,NA,NA,0,NA,NA,NA,"NA (NA-NA)"
"Sodium",NA,NA,NA,NA,0,NA,NA,NA,"NA (NA-NA)"
